tract,fakeid,AFK_x,ALA_x,ALP_x,BDL_x,BDL_x.1,BGM_x,BNT_x,BRT_x,CDF_x,CEN_x,CHA_x,CHL_x,CLF_x,CLI_x,CMT_x,COA_x,CWH_x,DAN_x,DRA_x,DRA_x.1,EAG_x,ELK_x,EMT_x,FAR_x,FCS_x,FFD_x,FRR_x,FTH_x,GLA_x,GOS_x,GRL_x,HAR_x,HDT_x,HDT_x.1,HEB_x,HER_x,HGH_x,HNF_x,HOL_x,HOO_x,HVL_x,IND_x,INT_x,KAY_x,KMS_x,KMT_x,LAY_x,LEH_x,LIN_x,MAP_x,MID_x,MLC_x,MMT_x,MRG_x,MSL_x,MUR_x,MWY_x,NOG_x,NSL_x,OGD_x,OKL_x,ORM_x,PAY_x,PGR_x,PLN_x,PRK_x,PRK_x.1,PRY_x,PVO_x,PVW_x,ROY_x,RVD_x,RVT_x,SAN_x,SAQ_x,SAR_x,SFK_x,SJC_x,SLC_x,SLM_x,SOG_x,SPV_x,SSL_x,SUN_x,SWE_x,SYR_x,TAY_x,TOO_x,UIN_x,VIN_x,WAT_x,WBG_x,WDL_x,WEB_x,WHT_x,WHV_x,WIL_x,WJC_x,WPT_x,WVC_x,WXC_x,TTL_x,AFK_y,ALA_y,ALP_y,BDL_y,BDL_y.1,BGM_y,BNT_y,BRT_y,CDF_y,CEN_y,CHA_y,CHL_y,CLF_y,CLI_y,CMT_y,COA_y,CWH_y,DAN_y,DRA_y,DRA_y.1,EAG_y,ELK_y,EMT_y,FAR_y,FCS_y,FFD_y,FRR_y,FTH_y,GLA_y,GOS_y,GRL_y,HAR_y,HDT_y,HDT_y.1,HEB_y,HER_y,HGH_y,HNF_y,HOL_y,HOO_y,HVL_y,IND_y,INT_y,KAY_y,KMS_y,KMT_y,LAY_y,LEH_y,LIN_y,MAP_y,MID_y,MLC_y,MMT_y,MRG_y,MSL_y,MUR_y,MWY_y,NOG_y,NSL_y,OGD_y,OKL_y,ORM_y,PAY_y,PGR_y,PLN_y,PRK_y,PRK_y.1,PRY_y,PVO_y,PVW_y,ROY_y,RVD_y,RVT_y,SAN_y,SAQ_y,SAR_y,SFK_y,SJC_y,SLC_y,SLM_y,SOG_y,SPV_y,SSL_y,SUN_y,SWE_y,SYR_y,TAY_y,TOO_y,UIN_y,VIN_y,WAT_y,WBG_y,WDL_y,WEB_y,WHT_y,WHV_y,WIL_y,WJC_y,WPT_y,WVC_y,WXC_y,TTL_y
49035113906,3321,14,0,3,25,25,6,116,1,1,42,0,4,36,18,2,1,72,0,66,66,38,6,1,43,0,0,0,5,2,0,61,7,0,0,9,105,18,0,58,1,0,0,0,28,1,280,136,61,5,4,63,193,331,4,1,130,3,20,72,77,0,33,19,13,2,1,1,4,30,10,37,2,121,218,9,35,22,185,580,5,14,23,72,4,7,38,257,182,0,0,11,0,3,31,17,13,0,487,8,1029,32,6090,17,0,5,9,9,2,9,0,1,9,0,1,10,1,1,0,26,0,62,62,4,0,0,6,0,0,0,0,0,0,8,0,0,0,6,19,2,0,18,0,0,0,0,1,2,22,15,30,5,1,47,91,60,0,0,97,0,1,35,16,4,56,1,4,0,6,6,0,35,0,1,1,17,102,2,1,2,46,719,0,0,4,133,1,0,1,68,11,0,0,0,0,0,1,1,1,0,112,0,346,2,2409
49035113908,3330,0,0,0,1,1,0,6,0,0,0,0,1,0,0,0,0,6,0,2,2,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,6,2,0,3,0,0,0,0,2,0,14,3,3,0,0,2,4,38,0,0,2,0,2,3,2,0,1,0,0,0,1,1,1,2,0,2,0,3,4,0,1,0,4,24,0,0,0,1,1,1,1,3,8,0,0,1,0,0,0,2,0,0,27,0,32,0,251,32,1,2,13,13,0,15,0,0,6,0,0,9,2,0,0,42,1,106,106,1,0,2,4,0,0,4,0,1,0,7,0,0,0,2,14,3,0,30,0,0,0,0,4,3,26,16,29,9,2,56,165,66,0,0,120,0,0,42,10,1,46,4,10,0,7,7,0,37,1,1,3,38,131,0,3,7,103,733,1,6,16,134,0,1,0,81,3,0,1,2,0,1,0,0,1,0,201,0,394,7,2903
49035113909,1112,3,0,5,8,8,27,9,0,0,0,0,0,3,4,0,1,15,0,10,10,3,1,0,0,1,0,4,2,0,0,6,6,0,0,0,21,0,2,13,3,1,0,0,4,1,23,8,11,1,0,15,20,49,1,1,32,0,22,5,44,0,9,1,3,4,2,2,31,0,5,7,4,28,27,0,2,3,29,53,1,6,2,7,0,2,5,24,16,1,0,0,0,1,3,2,2,2,62,3,65,2,947,13,0,1,3,3,0,7,0,0,2,0,0,6,0,0,0,30,0,32,32,2,1,1,2,0,0,1,0,0,0,2,0,0,0,1,8,0,0,7,0,0,0,0,1,0,18,6,13,4,2,39,67,20,0,2,56,0,0,21,9,0,23,1,8,0,2,2,0,22,0,0,3,13,68,0,0,3,41,341,0,0,2,52,0,0,0,40,3,0,0,0,0,0,0,1,0,0,82,1,179,4,1306
49035114000,3342,161,7,111,162,162,91,1088,1,7,352,7,63,239,146,10,17,717,5,697,697,221,16,47,543,6,0,40,97,4,7,111,43,2,2,107,442,202,5,768,46,5,0,2,537,16,494,909,593,58,42,630,1701,398,38,13,1119,56,131,589,589,5,475,120,175,36,71,71,31,455,57,272,63,644,1754,47,277,245,1086,7187,47,144,200,693,38,84,329,1126,346,16,2,62,2,18,151,103,77,9,1648,89,2132,238,37820,1,0,0,1,1,1,15,0,0,6,0,0,5,3,0,1,92,0,27,27,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,2,1,0,22,0,0,0,0,1,0,3,2,4,1,0,28,114,4,0,0,59,0,0,12,11,0,11,1,2,0,8,8,0,7,1,1,0,2,62,0,1,2,34,828,0,1,1,52,2,0,0,21,1,0,0,0,0,0,6,0,1,0,25,0,104,9,1643
49035114100,2233,17,3,20,16,16,10,120,1,1,33,0,7,33,20,3,4,129,0,82,82,34,2,13,45,1,0,5,3,1,1,12,2,0,0,15,49,20,0,113,2,1,0,0,32,3,104,61,64,8,7,93,305,75,2,4,172,8,9,49,58,1,62,15,17,3,11,11,2,66,3,16,5,93,267,5,46,29,124,1069,9,15,33,126,5,3,21,178,33,1,0,9,0,0,8,14,7,0,253,14,314,15,5137,7,3,1,0,0,0,6,0,0,2,0,1,5,0,0,0,55,0,34,34,1,0,3,20,0,0,1,0,0,0,0,1,1,1,1,2,0,0,27,0,0,0,0,4,0,8,11,14,3,0,26,180,7,0,0,94,0,0,28,14,0,11,1,0,1,15,15,0,21,0,1,2,1,62,0,1,1,37,656,0,1,0,73,0,1,1,35,2,0,0,0,0,0,0,0,0,0,36,0,88,3,1661
49035114200,2237,5,1,2,15,15,6,12,0,1,2,0,3,2,4,2,0,31,1,33,33,22,0,1,9,0,1,2,0,0,0,7,3,0,0,4,53,20,0,27,1,0,0,0,6,1,61,14,44,2,1,54,26,15,1,0,48,0,3,3,14,1,26,9,3,2,0,0,3,18,2,11,2,88,94,5,18,6,124,127,5,5,8,14,1,3,5,90,18,0,0,1,0,0,0,6,3,0,317,2,168,6,1829,20,7,0,17,17,1,8,0,0,6,0,1,6,4,0,0,58,0,122,122,2,0,0,5,0,0,1,0,0,0,1,0,0,0,2,14,2,0,42,1,0,0,0,3,0,12,15,42,5,0,89,156,9,0,0,177,0,2,18,14,0,37,0,5,0,7,7,1,35,0,3,3,46,217,0,3,2,159,576,1,3,6,109,0,0,3,72,11,0,1,1,0,0,3,3,1,0,263,0,209,3,2713
49035114301,4486,6,0,1,11,11,3,13,0,0,2,0,3,8,3,2,0,14,0,36,36,7,0,1,4,0,0,0,2,0,0,4,0,0,0,8,44,4,0,10,1,0,0,0,10,0,42,10,11,1,2,19,34,29,0,0,29,3,2,5,8,0,11,1,7,0,0,0,0,5,3,1,1,40,63,0,15,8,57,53,2,2,9,4,2,0,4,49,14,0,0,0,1,0,1,3,1,0,191,5,97,6,1118,18,1,1,14,14,1,15,0,1,6,0,0,5,0,0,0,62,0,125,125,3,0,0,4,0,0,0,1,0,0,2,0,0,0,2,21,3,0,28,0,0,0,0,3,1,17,17,43,8,0,63,142,12,0,1,156,2,1,25,17,0,36,1,7,0,3,3,0,27,0,5,7,52,174,0,6,8,161,735,0,3,7,98,0,0,0,113,8,0,1,1,0,0,1,0,2,0,324,0,307,3,2988
49035114302,1124,0,0,0,3,3,0,4,0,0,0,0,0,0,1,0,0,0,0,1,1,4,0,0,0,1,0,1,0,0,0,3,0,0,0,5,9,3,0,3,1,0,0,0,0,0,11,1,9,1,0,2,4,8,0,0,10,0,1,1,2,0,3,1,1,0,0,0,0,1,1,2,0,7,12,1,3,3,10,10,0,0,1,3,0,0,1,4,2,0,0,0,0,0,0,0,0,0,44,0,14,0,232,8,1,0,4,4,1,1,1,0,2,0,2,2,0,0,0,23,0,39,39,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,16,0,0,12,0,0,0,0,1,0,10,9,14,3,0,31,57,3,0,0,57,0,1,10,10,0,13,1,0,1,2,2,0,23,0,2,5,21,76,0,4,1,60,328,0,1,3,63,1,1,0,44,6,0,0,0,0,0,1,0,1,0,133,1,126,1,1277
49035114303,3378,2,0,2,7,7,1,8,1,0,3,0,1,3,0,4,0,6,0,16,16,6,0,1,2,0,0,0,1,0,0,1,0,0,0,2,32,2,2,2,1,0,0,0,1,0,26,2,8,1,1,9,8,13,0,0,8,0,0,1,4,0,7,0,0,1,0,0,0,6,1,1,0,41,40,1,10,3,60,29,1,0,2,3,0,0,0,35,6,0,0,0,0,0,1,1,0,0,131,1,47,1,648,17,2,0,20,20,0,8,0,0,7,0,0,4,2,0,0,64,0,150,150,2,0,0,11,0,0,0,0,0,0,1,0,0,0,4,26,4,0,31,0,0,0,0,4,1,31,15,33,5,2,74,144,20,1,0,161,2,0,18,22,0,33,1,7,0,4,4,1,40,0,3,9,52,195,0,3,10,166,817,0,1,5,115,0,0,0,109,13,0,0,0,0,0,3,2,2,0,340,1,327,2,3222
49035114304,3387,0,0,1,8,8,2,3,0,0,0,0,0,0,0,0,0,12,0,11,11,4,0,0,1,0,1,0,0,0,0,1,0,0,0,1,30,4,0,4,0,0,0,0,5,0,17,3,5,0,2,11,8,14,0,1,16,0,0,1,3,0,3,1,3,0,0,0,0,4,0,1,0,23,28,0,5,2,60,12,0,0,1,2,0,0,2,24,3,0,0,1,0,0,1,2,0,0,113,2,20,0,496,17,1,1,11,11,3,6,0,0,2,0,0,2,1,0,0,60,0,124,124,2,0,0,4,0,0,0,0,0,0,1,0,0,0,0,14,2,0,31,1,0,0,0,2,0,31,13,38,9,1,51,116,13,0,0,139,0,0,17,15,0,28,4,10,0,5,5,0,22,2,0,6,38,147,0,1,6,121,613,1,4,2,110,0,1,1,99,7,0,0,0,0,0,0,0,0,0,233,0,261,4,2520
49035114500,3396,204,5,63,277,277,166,1103,2,8,382,6,78,485,342,35,24,831,10,857,857,490,21,27,406,16,3,67,81,17,5,375,64,4,4,101,1093,152,17,610,90,3,2,2,532,18,1977,1374,606,65,55,1004,1550,2016,57,11,1475,39,158,512,907,7,598,161,225,62,40,40,39,430,71,533,112,1324,2314,117,418,335,1794,5472,65,224,268,786,90,80,444,2626,1456,18,1,135,3,10,186,138,125,27,4583,161,8210,337,59542,12,3,1,12,12,1,24,1,0,19,0,1,6,0,0,0,68,0,87,87,2,0,0,10,0,0,0,2,0,0,3,1,0,0,2,18,2,0,29,0,0,0,0,5,1,29,26,25,6,0,54,164,27,1,0,144,0,0,61,22,0,24,2,3,0,17,17,1,26,1,3,7,11,143,1,2,4,95,1333,0,3,5,186,2,0,3,95,9,0,0,0,0,0,8,1,0,0,170,1,601,8,3711
49035114601,3405,0,0,2,9,9,0,4,0,0,1,0,4,1,1,1,0,4,0,17,17,12,1,0,0,0,0,0,0,0,0,1,0,0,0,2,15,1,0,5,0,0,0,0,1,0,15,2,16,2,1,8,11,10,0,0,5,1,0,2,4,0,9,3,3,0,0,0,0,3,0,1,0,62,25,6,14,4,30,11,0,1,2,8,0,0,1,20,3,1,0,1,0,0,0,1,0,0,41,1,18,0,452,56,3,5,40,40,3,10,0,0,2,0,3,5,1,0,0,51,0,223,223,0,1,0,5,0,0,0,1,1,0,0,0,0,0,3,29,2,0,16,2,0,0,0,6,0,12,26,60,17,2,49,96,3,1,0,130,0,2,23,27,0,59,6,13,0,4,4,0,56,0,0,8,169,206,1,5,9,173,448,0,2,15,93,1,0,2,62,4,0,4,1,0,0,1,0,2,0,205,0,180,2,2732
49035114602,1137,5,0,2,22,22,1,4,0,1,0,0,3,0,1,1,0,13,0,27,27,21,2,1,1,0,0,1,1,2,0,1,1,0,0,2,41,3,0,6,1,0,0,0,4,0,31,5,28,1,1,20,8,17,0,0,16,1,0,5,2,0,21,11,10,0,0,0,0,28,1,4,0,123,40,7,29,13,49,39,0,3,13,9,0,0,2,39,8,0,0,1,0,2,0,3,0,0,74,1,39,1,921,17,1,2,14,14,2,5,0,0,2,0,0,3,0,0,1,25,0,61,61,1,1,0,2,0,0,0,0,0,0,0,0,0,0,2,10,1,0,7,0,0,0,0,1,0,5,7,28,7,0,23,33,1,0,0,58,0,0,16,7,0,19,2,5,0,3,3,0,15,0,1,1,71,75,0,4,3,64,180,1,2,3,38,0,0,1,21,3,0,1,0,0,1,4,2,0,0,57,0,53,1,1003
49035114700,2277,3,0,1,7,7,6,52,0,2,7,0,1,22,16,0,0,25,0,16,16,12,0,1,14,0,0,3,7,0,0,15,1,0,0,1,10,1,0,16,7,0,0,0,17,0,35,28,14,2,0,17,42,31,1,0,39,1,6,26,36,0,17,3,4,4,2,2,3,5,1,15,0,24,44,1,9,5,37,344,0,4,5,22,7,2,25,51,31,0,0,3,0,1,10,2,6,0,102,3,157,25,1611,17,1,0,5,5,0,25,0,0,2,0,1,4,2,0,0,30,0,43,43,0,0,0,10,0,0,1,1,0,0,1,0,0,0,1,6,3,0,16,0,0,0,0,7,0,4,7,18,4,1,39,126,7,0,1,99,1,0,78,25,0,23,2,3,0,20,20,0,28,0,1,3,10,92,0,4,4,35,1147,0,2,2,104,1,1,0,44,2,0,0,0,0,0,5,1,4,0,56,1,255,20,2534
49035114800,3423,0,0,2,2,2,1,10,0,0,4,0,0,5,1,0,0,12,0,9,9,0,0,2,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,9,0,0,0,0,4,0,9,9,4,0,0,2,43,5,0,0,27,0,0,10,4,0,0,0,1,1,2,2,0,3,0,4,1,2,19,1,2,1,7,220,1,0,1,5,0,0,2,11,3,0,0,0,0,0,8,2,0,0,14,0,19,7,542,11,3,1,3,3,0,12,0,0,3,0,0,4,2,0,1,26,0,23,23,1,0,0,3,0,0,1,0,0,0,0,0,0,0,3,5,3,0,14,1,0,0,0,4,0,1,7,16,3,0,26,250,1,0,0,56,0,0,11,17,0,18,1,1,1,17,17,0,26,0,0,3,2,26,0,1,1,26,798,0,3,1,38,0,0,0,16,1,0,1,0,0,0,0,1,2,0,15,0,43,3,1609
49035115107,3432,5,0,1,1,1,1,4,0,0,0,0,1,1,1,2,0,4,0,4,4,6,0,0,2,0,0,0,0,0,0,0,0,0,0,1,77,3,0,3,0,0,0,0,2,0,5,2,10,1,1,3,5,6,0,0,5,0,0,2,0,0,5,2,4,0,0,0,0,2,1,0,0,18,11,0,7,2,14,15,0,0,1,4,0,0,1,7,1,0,0,0,0,0,0,1,1,0,21,0,17,0,316,69,2,3,39,39,0,8,0,1,1,0,1,6,2,0,0,81,0,220,220,5,0,0,5,0,0,1,0,0,0,0,0,0,0,2,151,5,0,23,0,0,0,0,4,0,18,19,122,23,0,54,120,14,0,0,131,0,2,34,17,0,59,7,24,0,9,9,0,45,1,4,6,119,215,0,18,13,250,629,0,4,3,104,0,0,2,68,11,0,3,1,0,0,7,1,0,0,251,0,244,9,3373
49035115108,2293,8,0,1,10,10,1,8,0,0,3,0,1,6,7,3,0,13,0,15,15,10,0,0,2,0,0,0,0,0,0,0,0,0,0,1,159,7,0,6,0,0,0,0,5,0,14,11,17,1,2,11,14,9,1,0,14,0,1,1,4,0,17,4,11,2,0,0,0,9,1,3,1,57,31,1,23,2,25,48,0,0,1,7,0,1,7,14,1,0,0,0,0,0,1,3,1,0,45,0,47,1,767,53,2,7,32,32,0,7,0,0,6,0,2,6,1,2,1,50,0,177,177,5,0,0,5,0,0,1,0,0,0,0,0,0,0,2,133,3,0,23,0,0,0,0,2,0,6,8,99,23,0,42,89,10,0,0,126,1,1,17,12,0,46,3,15,0,4,4,0,33,0,0,3,101,167,0,9,3,179,516,1,5,3,79,0,0,0,55,13,0,0,0,0,0,2,3,2,0,206,0,198,4,2655
49035115109,1148,4,0,0,0,0,1,1,0,0,1,0,2,2,1,0,1,3,0,5,5,17,1,0,0,0,0,0,0,0,1,1,0,0,0,0,19,2,0,3,0,0,0,0,0,0,5,2,18,1,0,2,4,7,0,0,8,0,0,0,4,0,6,3,6,0,0,0,2,5,1,1,0,12,15,0,10,6,19,8,0,0,2,2,1,1,2,8,4,0,0,0,0,0,0,0,0,0,29,0,10,0,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
49035115210,1149,5,0,1,13,13,2,2,0,1,2,0,0,2,0,1,0,5,0,17,17,9,0,0,0,0,0,0,1,0,0,0,0,0,0,2,32,5,0,4,0,0,0,0,3,1,20,4,11,0,2,19,16,14,2,0,12,0,1,0,5,1,13,2,5,0,0,0,0,8,0,3,1,33,23,1,2,3,76,33,2,4,5,4,0,2,2,28,10,0,0,0,0,0,2,3,0,0,110,0,55,1,678,12,1,1,4,4,0,8,0,0,2,0,0,3,0,0,0,17,0,43,43,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,2,0,5,0,0,0,0,0,0,3,3,21,5,0,16,40,3,0,0,29,0,0,4,4,0,27,0,3,0,5,5,0,15,0,0,0,22,49,0,5,2,76,191,0,1,2,27,0,0,0,16,7,0,1,0,0,1,1,0,0,0,95,0,75,2,881
49035115211,3453,22,1,14,91,91,23,40,0,3,12,2,11,23,15,9,0,50,0,97,97,132,5,0,23,2,0,2,3,1,1,19,2,0,0,17,268,28,0,44,3,2,0,0,16,1,325,40,111,13,12,170,136,192,3,0,139,6,15,13,47,0,85,22,34,1,1,1,5,47,11,18,3,264,298,17,68,33,422,356,4,8,58,77,4,4,17,317,80,1,1,4,1,1,6,13,13,0,939,10,710,18,6547,62,2,7,25,25,0,21,0,0,5,0,2,7,5,2,0,103,0,240,240,6,0,0,11,0,0,0,1,0,0,0,0,0,0,6,24,6,0,27,0,0,0,0,4,1,26,14,112,17,0,89,181,22,0,1,204,2,2,29,37,0,86,7,21,0,12,12,0,47,2,5,5,88,236,0,13,3,359,918,0,5,10,147,0,0,2,102,14,0,2,0,0,0,9,1,2,0,496,0,351,9,4366
49035980000,1153,68,2,51,75,75,31,565,3,7,229,3,31,223,143,9,5,360,8,293,293,141,5,13,245,5,1,15,54,2,3,161,16,2,2,57,337,71,0,263,63,3,1,1,380,6,547,767,248,22,20,313,618,490,19,10,551,16,57,338,292,2,230,31,72,14,47,47,23,186,53,249,55,374,876,19,101,88,699,2661,16,87,53,342,28,79,287,786,463,13,0,45,1,4,128,50,60,6,1378,90,2212,177,21725,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,26,0,0,0,3,0,0,0,2,0,0,0,0,0,0,2,0,0,0,5,0,9,1,72
49035980100,1154,1,0,2,25,25,4,19,0,0,4,0,1,3,0,4,0,18,0,34,34,18,1,1,4,0,0,0,0,1,1,4,2,0,0,7,69,2,0,14,3,1,0,0,8,1,54,10,29,3,3,46,38,31,0,0,59,1,1,5,16,1,15,7,10,2,0,0,0,11,2,6,1,92,80,1,9,10,125,79,5,1,7,12,1,2,3,81,21,1,0,1,0,0,0,6,1,0,307,1,117,1,1668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,10
49037942000,2311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,2,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,463
49037942100,2315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,0,0,0,3,0,0,1,0,0,2,2,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,411
49037978100,3480,3,0,0,0,0,1,1,0,0,1,0,0,2,2,0,0,3,0,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,3,0,3,4,4,0,0,0,3,1,0,0,4,0,0,1,2,3,9,0,2,0,1,1,0,4,0,2,0,3,4,0,2,2,0,8,1,0,5,0,0,0,1,3,1,0,0,0,0,0,0,0,1,0,3,0,5,1,1043,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,6,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,2,0,2,0,0,0,0,0,1,9,3,0,15,3,0,0,0,0,0,11,0,1,0,0,0,0,0,9,0,22,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,966
49037978200,4654,0,0,2,0,0,5,2,0,0,1,0,1,0,0,0,0,1,0,2,2,2,1,0,2,0,0,1,0,0,0,2,0,0,0,0,0,1,0,2,1,0,0,0,2,0,0,5,3,0,0,0,6,2,0,1,0,0,2,0,5,0,0,2,0,0,0,0,0,6,1,2,0,0,0,0,0,2,0,9,0,0,4,3,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,2,10,0,2043,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0,14,0,0,1,0,0,3,0,2,0,0,0,0,15,0,3,0,2,4,1,0,0,1,47,0,0,2,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,6,0,1995
49039972101,3501,3,0,7,1,1,1,3,0,0,0,0,3,2,0,1,0,1,0,0,0,5,3,0,0,0,0,0,0,3,0,0,0,0,0,4,0,3,0,1,1,0,0,0,1,1,4,2,11,1,2,3,5,0,0,0,2,0,0,0,6,1,5,5,2,0,4,4,1,23,2,0,0,0,5,6,3,8,0,6,3,0,12,0,0,0,1,4,1,0,0,0,0,1,0,0,0,1,3,0,5,0,1026,24,0,0,8,8,1,3,0,0,0,0,1,4,1,0,0,3,0,16,16,0,2,0,5,0,0,0,0,2,0,0,0,0,0,5,3,3,0,1,0,0,0,0,3,1,0,7,31,15,3,2,7,0,0,0,4,0,0,2,9,0,45,15,6,0,1,1,1,70,0,2,2,9,23,6,2,34,28,62,0,1,33,13,0,0,0,4,9,0,2,0,0,0,2,0,0,0,9,0,24,0,1608
49039972102,4682,2,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,2,0,2,2,9,2,0,0,0,0,0,0,0,1,5,1,0,0,2,1,1,0,0,0,0,0,0,0,0,3,2,14,2,1,2,2,0,0,0,3,0,1,0,2,1,7,6,3,1,0,0,1,5,1,5,0,4,7,4,3,8,2,4,2,1,10,0,1,0,0,6,5,0,0,0,0,1,0,0,0,0,6,0,1,0,822,18,0,0,2,2,2,3,0,0,3,1,2,1,0,0,1,2,0,16,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0,0,1,1,8,12,0,1,3,0,0,0,11,0,0,3,9,0,38,14,9,0,1,1,0,47,0,1,2,4,19,4,1,24,18,48,4,0,24,8,0,1,0,6,3,0,0,1,0,0,0,0,1,0,6,0,18,0,1221
49039972200,2347,0,0,2,0,0,0,4,0,1,0,0,3,2,0,0,0,1,2,3,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,2,0,1,1,0,0,0,0,1,2,2,13,1,3,0,4,1,0,0,1,0,1,0,4,0,3,11,2,0,3,3,0,12,0,0,0,1,5,12,3,8,2,12,3,0,9,3,0,0,2,5,7,0,0,0,0,0,1,1,0,0,4,0,6,0,1014,20,0,0,1,1,1,0,0,0,2,0,0,2,0,0,0,4,0,26,26,4,2,0,0,0,0,0,0,1,1,0,0,0,0,4,0,0,0,2,0,0,0,0,1,2,1,3,41,6,8,1,2,0,0,0,11,0,1,1,7,0,25,12,10,0,1,1,0,45,0,3,0,10,9,8,2,15,25,49,3,1,20,6,0,0,0,4,4,0,0,0,0,0,0,0,0,0,8,1,10,0,1093
49039972300,4706,8,0,2,0,0,2,4,0,0,0,0,1,0,1,0,0,2,0,5,5,4,0,0,1,1,0,0,0,0,0,2,1,0,0,4,1,4,1,1,1,0,0,0,1,2,6,7,13,1,0,2,2,4,0,0,1,1,1,1,3,0,5,4,7,0,1,1,2,16,0,4,0,2,9,1,4,11,4,7,0,1,7,1,1,0,1,1,0,0,0,0,0,0,1,0,1,2,10,1,7,0,1797,21,0,2,1,1,1,6,0,0,1,0,0,2,0,0,0,3,0,21,21,0,0,0,1,0,0,0,1,0,0,1,0,0,0,6,0,0,0,3,1,0,0,0,0,0,0,10,7,11,1,1,7,1,0,1,20,0,0,3,4,0,17,9,10,0,7,7,0,37,0,0,2,8,16,0,3,13,23,75,3,0,6,11,0,0,0,6,4,1,0,1,0,0,2,0,2,0,10,0,20,1,1450
