SHORTDESC,CODE3
HENRIEVILLE,HRV
HERRIMAN TOWN,HER
HIDEOUT,HDT
HIDEOUT (SUMMIT),HDT
HIDEOUT (WASATCH),HDT
HIGHLAND,HGH
HILDALE CITY,HIL
HINCKLEY,HKY
HOLDEN,HDN
HONEYVILLE CITY,HNV
HOOPER,HOO
HOWELL CITY,HOW
HUNTINGTON,HTN
HUNTSVILLE,HVL
HURRICANE CITY,HUR
HYDE PARK CITY,HYD
HYRUM,HYR
INDEPENDENCE,IND
INTERLAKEN TOWN,INT
IVINS TOWN,IVN
JOSEPH,JOS
JUNCTION,JCT
KAMAS,KMS
KANAB CITY,KNB
KANARRAVILLE,KNV
KANOSH,KSH
KAYSVILLE,KAY
KEARNS,KMT
KINGSTON,KNG
KOOSHAREM TOWN,KOO
LA VERKIN CITY,LAV
LAKETOWN,LAK
LAYTON,LAY
LEAMINGTON TOWN,LEA
LEEDS,LEE
LEHI,LEH
LEVAN,LEV
LEWISTON,LEW
LINDON,LIN
LOA,LOA
LOGAN CITY,LOG
LYMAN,LYM
LYNNDYL,LYN
MAGNA,MMT
MANILA,MAN
MANTI,MTI
MANTUA TOWN,MAU
MAPLETON,MAP
MARRIOTT-SLATERVILLE CITY,MSL
MARYSVALE,MSV
MAYFIELD,MAY
MEADOW,MDW
MENDON,MEN
MIDVALE,MID
MIDWAY,MWY
MILFORD,MIF
MILLCREEK,MLC
MILLVILLE,MIL
MINERSVILLE,MNV
MOAB CITY,MOA
MONA,MON
MONROE,MRO
MONTICELLO,MTC
MORGAN,MRG
MORONI,MRI
MOUNT PLEASANT CITY,MTP
MURRAY,MUR
MYTON,MYT
NAPLES,NAP
NEPHI CITY,NEP
NEW HARMONY,NWH
NEWTON,NWT
NIBLEY,NIB
NORTH LOGAN,NLO
NORTH OGDEN CITY,NOG
OAK CITY,OKC
OAKLEY,OKL
OGDEN CITY,OGD
ORANGEVILLE,ORN
ORDERVILLE,ODV
OREM,ORM
PANGUITCH,PNG
PARADISE,PRD
PARAGONAH,PGH
PARK CITY (SUMMIT CO),PRK
PARK CITY (WASATCH CO),PRK
PAROWAN,PWN
PAYSON,PAY
PERRY CITY,PRY
PLAIN CITY,PLN
PLEASANT GROVE,PGR
PLEASANT VIEW,PVW
PLYMOUTH,PLM
PORTAGE,POR
PRICE,PRC
PROVIDENCE,PVD
PROVO,PVO
RANDOLPH,RAN
REDMOND,RDM
RICHFIELD CITY,RIC
RICHMOND,RCH
RIVER HEIGHTS,RVH
RIVERDALE,RVD
RIVERTON,RVT
ROCKVILLE,RKV
ROCKY RIDGE TOWN,RKY
ROOSEVELT,ROO
ROY CITY,ROY
RUSH VALLEY TOWN,RUS
SALEM,SLM
SALINA,SLN
SALT LAKE CITY,SLC
SANDY CITY,SAN
SANTA CLARA CITY,SCL
SANTAQUIN CITY (JUAB CO),SAQ
SANTAQUIN CITY (UTAH CO),SAQ
SARATOGA SPRINGS,SAR
SCIPIO,SCI
SCOFIELD,SCO
SIGURD TOWN,SIG
SMITHFIELD,SMI
SNOWVILLE TOWN,SNO
SOUTH JORDAN,SJC
SOUTH OGDEN,SOG
SOUTH SALT LAKE CITY,SSL
SOUTH WEBER,SWE
SPANISH FORK,SFK
SPRING CITY,SPC
SPRINGDALE,SPD
SPRINGVILLE,SPV
ST GEORGE CITY,STG
STERLING,SLG
STOCKTON,STK
SUNSET,SUN
SYRACUSE,SYR
TABIONA,TAB
TAYLORSVILLE CITY,TAY
TOOELE,TOO
TOQUERVILLE CITY,TOQ
TORREY,TRY
TREMONTON,TRM
TRENTON,TRN
TROPIC,TRO
UINTAH,UIN
VERNAL,VNL
VERNON,VNN
VINEYARD,VIN
VIRGIN TOWN,VIR
WALES,WAE
WALLSBURG,WBG
WASHINGTON CITY,WAC
WASHINGTON TERRACE,WAT
WELLINGTON,WEL
WELLSVILLE,WLV
WENDOVER,WEN
WEST BOUNTIFUL,WEB
WEST HAVEN,WHV
WEST JORDAN CITY,WJC
WEST POINT,WPT
WEST VALLEY CITY,WVC
WHITE CITY,WHT
WILLARD CITY,WIL
WOODLAND HILLS,WDL
WOODRUFF,WDR
WOODS CROSS CITY,WXC
